"","Gene.Description","Gene.Accession.Number","index","num_cor","a_num_cor","cat_cor","a_cat_cor","tot_cor"
"2305","HnRNP C2 protein mRNA","M86667_at",2305,0.277580243386961,0.277580243386961,NA,NA,NA
"2311","INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN COMPLEX ACID LABILE CHAIN PRECURSOR","M86826_at",2311,-0.0586583157011708,0.0586583157011708,NA,NA,NA
"2314","GABRR2 Gamma-aminobutyric acid (GABA) receptor; rho 2","M86868_at",2314,-0.0042146002725342,0.0042146002725342,NA,NA,NA
"2321","UNG Uracil-DNA glycosylase","M87499_at",2321,-0.283379208265482,0.283379208265482,NA,NA,NA
"2324","P62 mRNA","M88108_at",2324,0.326538123327438,0.326538123327438,NA,NA,NA
"2328","SERUM PROTEIN MSE55","M88338_at",2328,-0.382190634424965,0.382190634424965,NA,NA,NA
"2333","High affinity IgE receptor beta chain gene","M89796_rna1_at",2333,-0.0160927041807751,0.0160927041807751,NA,NA,NA
"2334","GB DEF = 5-HT1D-type serotonin receptor gene","M89955_at",2334,0.0456005452527283,0.0456005452527283,NA,NA,NA
"2337","A-KINASE ANCHOR PROTEIN 79","M90359_at",2337,0.024444547777625,0.024444547777625,NA,NA,NA
"2341","TUMOR-ASSOCIATED ANTIGEN L6","M90657_at",2341,0.129723995375648,0.129723995375648,NA,NA,NA
"2343","FKBP3 FK506-binding protein 3 (25kD)","M90820_at",2343,0.203282793770231,0.203282793770231,NA,NA,NA
"2355","DIHYDROPRYRIDINE-SENSITIVE L-TYPE; CALCIUM CHANNEL BETA-1-B1 SUBUNIT","M92303_at",2355,-0.125875449394701,0.125875449394701,NA,NA,NA
"2358","GUC2D Guanylate cyclase 2D; membrane (retina-specific)","M92432_at",2358,-0.354060257368054,0.354060257368054,NA,NA,NA
"2364","D-BETA-HYDROXYBUTYRATE DEHYDROGENASE PRECURSOR","M93107_at",2364,-0.0183169940912755,0.0183169940912755,NA,NA,NA
"2374","NOS3 Nitric oxide synthase 3 (endothelial cell)","M93718_at",2374,-0.100706242234764,0.100706242234764,NA,NA,NA
"2376","LOR Loricrin","M94077_at",2376,-0.184464981251261,0.184464981251261,NA,NA,NA
"2377","Cadherin-associated protein-related (cap-r) mRNA","M94151_at",2377,0.249714185456956,0.249714185456956,NA,NA,NA
"2378","HGL Heregulin alpha","M94167_at",2378,-0.341099396016865,0.341099396016865,NA,NA,NA
"2382","HUMMLC2At; Homo sapiens; ; 593 base-pairs","M94547_at",2382,0.354478741448664,0.354478741448664,NA,NA,NA
"2383","SSBP Single-stranded DNA-binding protein","M94556_at",2383,0.284774342916151,0.284774342916151,NA,NA,NA
"2384","Heterogeneous nuclear ribonucleoprotein D (hnRNP D); partial cds; clone cDx4","M94630_at",2384,0.0979716878251688,0.0979716878251688,NA,NA,NA
"2386","FATTY ACID-BINDING PROTEIN; EPIDERMAL","M94856_at",2386,0.292459750270554,0.292459750270554,NA,NA,NA
"2387","TSPY Testis specific protein; Y-linked","M94893_at",2387,0.0459229365477842,0.0459229365477842,NA,NA,NA
"2388","SLC6A3 Solute carrier family 6 (neurotransmitter transporter; dopamine); member 3","M95167_at",2388,-0.088220167343243,0.088220167343243,NA,NA,NA
"2390","SLC5A2 Solute carrier family 5 (sodium/glucose cotransporter); member 2","M95549_at",2390,-0.304805199397891,0.304805199397891,NA,NA,NA
"2393","Angio-associated migratory cell protein (AAMP) mRNA","M95627_at",2393,-0.0990951323556309,0.0990951323556309,NA,NA,NA
"2400","Leucine zipper on the D14S46E locus mRNA","M95925_at",2400,0.0345891477886513,0.0345891477886513,NA,NA,NA
"2403","Pur (pur-alpha) mRNA","M96684_at",2403,0.0470692438666022,0.0470692438666022,NA,NA,NA
"2406","Rod outer segment membrane protein 1 (ROM1) gene exons 1-3","M96759_rna1_at",2406,-0.29118645023724,0.29118645023724,NA,NA,NA
"2407","GJA4 Gap junction protein; alpha 4; 37kD (connexin 37)","M96789_at",2407,-0.0287393876505568,0.0287393876505568,NA,NA,NA
"2410","PAIRED BOX PROTEIN PAX-5","M96944_at",2410,0.26798696593704,0.26798696593704,NA,NA,NA
"2413","SATB1 Special AT-rich sequence binding protein 1 (binds to nuclear matrix/scaffold-associating DNA's)","M97287_at",2413,0.107550409826412,0.107550409826412,NA,NA,NA
"2415","GUCA2 Guanylate cyclase activator 2 (guanylin; intestinal; heat-stable)","M97496_at",2415,-0.0916439437553323,0.0916439437553323,NA,NA,NA
"2416","Transmembrane receptor (ror2) mRNA","M97639_at",2416,0.0141787449123287,0.0141787449123287,NA,NA,NA
"2418","CRABP2 Cellular retinoic acid-binding protein 2","M97815_at",2418,-0.217701275053837,0.217701275053837,NA,NA,NA
"2423","Amplaxin (EMS1) mRNA","M98343_at",2423,0.188268891539864,0.188268891539864,NA,NA,NA
"2424","Keratinocyte transglutaminase gene","M98447_rna1_at",2424,-0.0666210681404694,0.0666210681404694,NA,NA,NA
"2425","BRAIN NEURON CYTOPLASMIC PROTEIN 1","M98528_at",2425,0.203655269922758,0.203655269922758,NA,NA,NA
"2426","Prostaglandin D2 synthase gene","M98539_at",2426,-0.512673946875049,0.512673946875049,NA,NA,NA
"2430","PROSTATE-SPECIFIC MEMBRANE ANTIGEN","M99487_at",2430,0.167080843422148,0.167080843422148,NA,NA,NA
"2434","KLK1 Kallikrein 1 (renal/pancreas/salivary) {alternative products}","S39329_at",2434,0.307550503018941,0.307550503018941,NA,NA,NA
"2436","CGMP-GATED CATION CHANNEL PROTEIN","S42457_at",2436,0.0236159030836905,0.0236159030836905,NA,NA,NA
"2440","SERUM AMYLOID A-4 PROTEIN PRECURSOR","S48983_at",2440,0.17422971054027,0.17422971054027,NA,NA,NA
"2444","CD68 CD68 antigen","S57235_at",2444,0.0441469508482862,0.0441469508482862,NA,NA,NA
"2447","Pp52","S58733_at",2447,-0.0171721676202058,0.0171721676202058,NA,NA,NA
"2450","ERBB3 V-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3 {alternative products}","S61953_at",2450,-0.0265537257441509,0.0265537257441509,NA,NA,NA
"2456","ARR3 Arrestin 3; retinal (X-arrestin)","S66793_at",2456,-0.199615618585532,0.199615618585532,NA,NA,NA
"2457","Heat shock protein HSP72 homolog [human; thyroid associated ophthalmopathy patient; mRNA Partial; 450 nt]","S67070_at",2457,-0.0134256460094905,0.0134256460094905,NA,NA,NA
"2465","Electron transfer flavoprotein-ubiquinone oxidoreductase [human; fetal liver; mRNA; 2124 nt]","S69232_at",2465,0.145289451647411,0.145289451647411,NA,NA,NA
"2466","Brush-1","S69790_at",2466,0.250743935547841,0.250743935547841,NA,NA,NA
"2467","SNCB Synuclein; beta","S69965_at",2467,0.191468159110639,0.191468159110639,NA,NA,NA
"2468","Glycogen synthase [human; liver; mRNA; 2912 nt]","S70004_at",2468,-0.111819436606155,0.111819436606155,NA,NA,NA
"2470","Thyroid-stimulating hormone alpha subunit [human; Genomic; 1327 nt 4 segments]","S70585_rna1_at",2470,0.0626553770460672,0.0626553770460672,NA,NA,NA
"2471","GB DEF = Glycine transporter type 1b [human; substantia nigra; mRNA; 2364 nt]","S70609_at",2471,-0.187332204760334,0.187332204760334,NA,NA,NA
"2472","GB DEF = Cyclophilin C [human; kidney; mRNA; 883 nt]","S71018_at",2472,0.21270020195577,0.21270020195577,NA,NA,NA
"2476","PC Pyruvate carboxylase","S72370_at",2476,0.157691952688437,0.157691952688437,NA,NA,NA
"2481","GB DEF = Insulin activator factor [human; pancreatic insulinoma; mRNA Partial; 2622 nt]","S73205_at",2481,-0.270506103300709,0.270506103300709,NA,NA,NA
"2486","Cellular retinoic acid-binding protein [human; skin; mRNA; 735 nt]","S74445_at",2486,-0.0845210098839179,0.0845210098839179,NA,NA,NA
"2490","E2F4 E2F transcription factor 4; p107/p130-binding","S75174_at",2490,0.436485805356823,0.436485805356823,NA,NA,NA
"2492","Josephin MJD1 mRNA; cds","S75313_at",2492,0.120593123807294,0.120593123807294,NA,NA,NA
"2495","GB DEF = CNG2=cyclic nucleotide-gated cation channel [human; peripheral leucocytes; Genomic; 784 nt]","S76067_at",2495,0.0222390369306927,0.0222390369306927,NA,NA,NA
"2496","NTRK3 Neurotrophic tyrosine kinase; receptor; type 3 (TrkC)","S76475_at",2496,-0.0535421936236459,0.0535421936236459,NA,NA,NA
"2499","VAV2 Vav 2 oncogene","S76992_at",2499,0.155406683106695,0.155406683106695,NA,NA,NA
"2500","Muscle acetylcholine receptor alpha-subunit","S77094_at",2500,0.183635711914142,0.183635711914142,NA,NA,NA
"2501","GB DEF = Transcript ch21=oligomycin sensitivity conferral protein oscp homolog [human; RF1;RF48 stomach cancer cell lines; mRNA; 262 nt]","S77356_at",2501,-0.492787120061655,0.492787120061655,NA,NA,NA
"2503","GB DEF = Transcript ch138 [human; RF1;RF48 stomach cancer cell lines; mRNA; 235 nt]","S77393_at",2503,-0.124653228607263,0.124653228607263,NA,NA,NA
"2505","GB DEF = ERV9 reverse transcriptase homolog {clone RT11} [human; multiple sclerosis; brain plaques; mRNA Partial; 84 nt]","S77575_at",2505,0.459783851350291,0.459783851350291,NA,NA,NA
"2514","Un-named-transcript-1 from  SAS=transmembrane 4 protein {5' region} [human; sarcomas; Genomic; 390 nt]./ntype=DNA /annot=mRNA","S78432_xpt1_at",2514,0.101735207280921,0.101735207280921,NA,NA,NA
"2517","5-HT2AR=serotonin 5-HT2A receptor {promoter} [human; Genomic; 1678 nt]","S78723_rna2_at",2517,-0.181020071964611,0.181020071964611,NA,NA,NA
"2518","GB DEF = LPRP=pHL E1F1 [human; lacrimal gland; mRNA Partial; 507 nt]","S79048_at",2518,0.275853578224907,0.275853578224907,NA,NA,NA
"2521","UBA52 Ubiquitin A-52 residue ribosomal protein fusion product 1","S79522_at",2521,-0.011483332953633,0.011483332953633,NA,NA,NA
"2523","GB DEF = WT1 {antisense promoter; intron 1} [human; kidney; Genomic; 780 nt]","S79781_at",2523,-0.069317520206468,0.069317520206468,NA,NA,NA
"2524","Type 3 iodothyronine deiodinase","S79854_at",2524,0.438339858820138,0.438339858820138,NA,NA,NA
"2531","LANOSTEROL SYNTHASE","S81221_at",2531,0.142839064827908,0.142839064827908,NA,NA,NA
"2532","GB DEF = DCC=deleted in colorectal cancer {alternatively spliced; exon 1A} [human; brain tumor; tumor no. 245; mRNA Partial; 216 nt]","S81294_at",2532,-0.298985628497972,0.298985628497972,NA,NA,NA
"2535","GB DEF = Dioxin-responsive gene {putative polyadenylation signal region} [human; hepatoma G2 cell line; mRNA Partial; 302 nt]","S81578_at",2535,0.144474161852255,0.144474161852255,NA,NA,NA
"2539","GABRA6 Gamma-aminobutyric acid (GABA) A receptor; alpha 6","S81944_at",2539,0.196088401431122,0.196088401431122,NA,NA,NA
"2540","GB DEF = BMP-5=bone morphogenic protein-5 {promoter} [human; Genomic; 1116 nt]","S81957_at",2540,0.0850061852510379,0.0850061852510379,NA,NA,NA
"2541","SCG10","S82024_at",2541,-0.0608855925589571,0.0608855925589571,NA,NA,NA
"2542","GB DEF = PA4=candidate oncogene {3' region} [human; HEN-16; HEN-16T transformed endocervical cell lines; mRNA Partial; 315 nt]","S82075_at",2542,0.273814098606919,0.273814098606919,NA,NA,NA
"2543","GB DEF = Escherichia coli unknown mRNA","S82185_at",2543,0.590597479496839,0.590597479496839,NA,NA,NA
"2545","RhoE","S82240_at",2545,-0.315706031166196,0.315706031166196,NA,NA,NA
"2547","GB DEF = Beta -pol=DNA polymerase beta {exon alpha to exon VII region} [human; Genomic; 124 nt; segment 1 of 2]","S82472_at",2547,0.444182067096014,0.444182067096014,NA,NA,NA
"2549","BPLP","S83198_at",2549,0.0875077275247527,0.0875077275247527,NA,NA,NA
"2550","GB DEF = NG-TRA=transporter protein/putative hormone extrusion pump [human; liver and various other tissues; mRNA Partial; 377 nt]","S83249_at",2550,-0.141305073290503,0.141305073290503,NA,NA,NA
"2553","GB DEF = Putative Rab5-interacting protein {clone L1-94} [human; HeLa cells; mRNA Partial; 369 nt]","S83365_at",2553,0.3225135217919,0.3225135217919,NA,NA,NA
"2555","Description: orf3 gene extracted from region centromeric to t(12;17) brakepoint: orf1/unknown 43 amino acid transcript...orf3/unknown 50 amino acid transcript [human; testis; acampomelic campomelic dysplasia and sex reversal patient; Genomic; 3 genes; 3414 nt]","S83366_cds3_at",2555,-0.134937214729937,0.134937214729937,NA,NA,NA
"2556","GB DEF = Na+/H+ exchanger isoform NHE-2 [human; various tissues; mRNA Partial; 595 nt]","S83549_at",2556,0.266659073590777,0.266659073590777,NA,NA,NA
"2558","Insulin receptor substrate-1 [human; skeletal muscle; mRNA; 5828 nt]","S85963_at",2558,0.0272386077535897,0.0272386077535897,NA,NA,NA
"2561","GB DEF = TCR eta =T cell receptor eta-exon [human; Genomic; 806 nt]","S94421_at",2561,0.272534132597561,0.272534132597561,NA,NA,NA
"2562","TF Transferrin","S95936_at",2562,-0.289389718750404,0.289389718750404,NA,NA,NA
"2567","Clone CE29 8.1 (CAC)n/(GTG)n repeat-containing mRNA","U00930_at",2567,0.115278129040159,0.115278129040159,NA,NA,NA
"2570","Clone A9A2BRB5 (CAC)n/(GTG)n repeat-containing mRNA","U00946_at",2570,-0.0519491144244838,0.0519491144244838,NA,NA,NA
"2573","GB DEF = Clone CE29 7.2 (CAC)n/(GTG)n repeat-containing mRNA","U00954_at",2573,0.024074322066659,0.024074322066659,NA,NA,NA
"2577","ITPR3 Inositol 1;4;5-triphosphate receptor; type 3","U01062_at",2577,0.425252116408356,0.425252116408356,NA,NA,NA
"2578","UGB Uteroglobin","U01102_at",2578,0.0955478969828136,0.0955478969828136,NA,NA,NA
"2579","G6PT Glucose-6-phosphatase","U01120_at",2579,-0.345735586568737,0.345735586568737,NA,NA,NA
"2584","Epsilon-globin gene extracted from Human beta globin region on chromosome 11","U01317_cds1_at",2584,-0.104423078688345,0.104423078688345,NA,NA,NA
"2586","Glutamate transporter","U01824_at",2586,0.0538649001065984,0.0538649001065984,NA,NA,NA
"2589","GB DEF = BTK region clone fci-12 mRNA","U01922_at",2589,0.371282762968878,0.371282762968878,NA,NA,NA
"2597","54 kDa protein mRNA","U02493_at",2597,0.384614556792101,0.384614556792101,NA,NA,NA
"2600","Transducin-like protein mRNA","U02609_at",2600,0.412516341908704,0.412516341908704,NA,NA,NA
"2605","Hyaluronoglucosaminidase 1 (HYAL1) mRNA","U03056_at",2605,0.0175518021203975,0.0175518021203975,NA,NA,NA
"2607","Ca2+-dependent phospholipase A2 mRNA","U03090_at",2607,-0.318617715001742,0.318617715001742,NA,NA,NA
"2610","GB DEF = IL12 receptor component mRNA","U03187_at",2610,0.175932824498986,0.175932824498986,NA,NA,NA
"2613","BTD Biotinidase","U03274_at",2613,0.0091416891615847,0.0091416891615847,NA,NA,NA
"2615","T-complex protein 10A (TCP10A) mRNA","U03399_at",2615,-0.0613786353068205,0.0613786353068205,NA,NA,NA
"2618","G protein-coupled receptor APJ gene","U03642_at",2618,-0.0406242392818711,0.0406242392818711,NA,NA,NA
"2622","HEAT SHOCK 70 KD PROTEIN 1","U03877_at",2622,0.0923523086997469,0.0923523086997469,NA,NA,NA
"2625","Monocyte chemoattractant protein 1 receptor (MCP-1RA) alternatively spliced mRNA","U03905_at",2625,0.140461720820698,0.140461720820698,NA,NA,NA
"2628","Putative potassium channel subunit (h-erg) mRNA","U04270_at",2628,0.13028385916295,0.13028385916295,NA,NA,NA
"2629","PI5 Protease inhibitor 5 (maspin)","U04313_at",2629,0.0313713129100437,0.0313713129100437,NA,NA,NA
"2632","COL4A5 Collagen; type IV; alpha 5 (Alport syndrome)","U04520_at",2632,-0.491123854224352,0.491123854224352,NA,NA,NA
"2634","DbpB-like protein mRNA","U04810_at",2634,0.26965334835637,0.26965334835637,NA,NA,NA
"2644","X-linked PEST-containing transporter (XPCT) mRNA; partial cds","U05321_at",2644,0.316674812056503,0.316674812056503,NA,NA,NA
"2646","Ribosomal protein S1 homolog mRNA; partial cds","U05589_at",2646,-0.0175767130214828,0.0175767130214828,NA,NA,NA
"2649","N-ACETYLGALACTOSAMINE-6-SULFATASE PRECURSOR","U06088_at",2649,0.0282080969478262,0.0282080969478262,NA,NA,NA
"2650","POU domain protein (Brn-3b) mRNA","U06233_at",2650,-0.204142583455283,0.204142583455283,NA,NA,NA
"2652","AMP-activated protein kinase (hAMPK) mRNA","U06454_at",2652,0.152763503405745,0.152763503405745,NA,NA,NA
"2662","Beta2-chimaerin mRNA","U07223_at",2662,-0.0478359155461772,0.0478359155461772,NA,NA,NA
"2665","B lymphocyte serine/threonine protein kinase mRNA","U07349_at",2665,0.181687982900002,0.181687982900002,NA,NA,NA
"2672","JNK3 alpha2 protein kinase (JNK3A2) mRNA","U07620_at",2672,0.112162888954232,0.112162888954232,NA,NA,NA
"2673","HB9 homeobox gene","U07664_at",2673,-0.0503808088663495,0.0503808088663495,NA,NA,NA
"2676","Tyrosine kinase (TXK) gene","U07794_cds2_at",2676,-0.0482363270931819,0.0482363270931819,NA,NA,NA
"2678","GB DEF = Metallothionein IV (MTIV) gene","U07807_at",2678,-0.405426467623073,0.405426467623073,NA,NA,NA
"2679","GB DEF = Endogenous retrovirus in complement C4A gene; A3 allele; HERV-K(C4) (gag); (pol); reverse transcriptase; integrase and (env) genes","U07856_at",2679,0.027083088080376,0.027083088080376,NA,NA,NA
"2680","SRP14 Signal recognition particle 14 kD protein","U07857_at",2680,0.167656591907963,0.167656591907963,NA,NA,NA
"2681","OPRD1 Opioid receptor; delta 1","U07882_at",2681,-0.0461365726435791,0.0461365726435791,NA,NA,NA
"2685","GB DEF = Peripheral myelin protein-22 (PMP22) gene; non-coding exon 1A","U08049_at",2685,0.289425149758963,0.289425149758963,NA,NA,NA
"2686","GB DEF = Peripheral myelin protein-22 (PMP22) gene; non-coding exon 1B","U08096_at",2686,-0.270537981556289,0.270537981556289,NA,NA,NA
"2687","Complement C8 gamma subunit precursor (C8G) gene","U08198_rna1_at",2687,0.36374623769395,0.36374623769395,NA,NA,NA
"2689","Basic helix-loop-helix transcription factor mRNA","U08336_at",2689,-0.430472773262976,0.430472773262976,NA,NA,NA
"2691","ADRBK1 Adrenergic; beta; receptor kinase 1","U08438_at",2691,-0.188757307282652,0.188757307282652,NA,NA,NA
"2692","FOLATE RECEPTOR GAMMA PRECURSOR","U08471_at",2692,-0.00431160059337165,0.00431160059337165,NA,NA,NA
"2696","N-methyl-D-aspartate receptor modulatory subunit 2A (hNR2A) mRNA","U09002_at",2696,-0.116454064263019,0.116454064263019,NA,NA,NA
"2699","SLC18A3 Solute carrier family 18 (vesicular acetylcholine); member 3","U09210_at",2699,-0.336606046863155,0.336606046863155,NA,NA,NA
"2700","Fibroblast activation protein mRNA","U09278_at",2700,-0.0710892061491145,0.0710892061491145,NA,NA,NA
"2705","ZNF140 Zinc finger protein 140 (clone pHZ-39)","U09368_at",2705,0.204931994129899,0.204931994129899,NA,NA,NA
"2708","ZNF134 Zinc finger protein 134 (clone pHZ-15)","U09412_at",2708,-0.142825895731137,0.142825895731137,NA,NA,NA
"2712","Oviductal glycoprotein mRNA","U09550_at",2712,-0.0209335603054587,0.0209335603054587,NA,NA,NA
"2717","JAK3 Janus kinase 3 (a protein tyrosine kinase; leukocyte)","U09607_at",2717,-0.0721908544111687,0.0721908544111687,NA,NA,NA
"2721","Mitochondrial ATP synthase subunit 9; P3 gene copy; mRNA; nuclear gene encoding mitochondrial protein","U09813_at",2721,0.320844255128899,0.320844255128899,NA,NA,NA
"2722","ZNF173 Acid finger protein ZNF173","U09825_at",2722,0.285746558131418,0.285746558131418,NA,NA,NA
"2724","ZNF143 Zinc finger protein 143 (clone pHZ-1)","U09850_at",2724,-0.127252346701926,0.127252346701926,NA,NA,NA
"2726","Helicase-like protein (HLP) mRNA","U09877_at",2726,0.0246413364873105,0.0246413364873105,NA,NA,NA
"2727","RPL9 Ribosomal protein L9","U09953_at",2727,0.0683677176802244,0.0683677176802244,NA,NA,NA
"2729","Nuclear factor NF45 mRNA","U10323_at",2729,0.298919975706655,0.298919975706655,NA,NA,NA
"2731","GP36b glycoprotein mRNA","U10362_at",2731,-0.205313260137421,0.205313260137421,NA,NA,NA
"2738","MAGE-8 antigen (MAGE8) gene","U10693_at",2738,-0.119293388544677,0.119293388544677,NA,NA,NA
"2740","G2 protein mRNA; partial cds","U10991_at",2740,-0.279987092537918,0.279987092537918,NA,NA,NA
"2741","GB DEF = Ibd1 mRNA; partial cds","U11036_at",2741,0.286136033644866,0.286136033644866,NA,NA,NA
"2746","Faciogenital dysplasia (FGD1) mRNA","U11690_at",2746,0.231744868029457,0.231744868029457,NA,NA,NA
"2747","LIM-homeobox domain protein (hLH-2) mRNA","U11701_at",2747,0.386235302462733,0.386235302462733,NA,NA,NA
"2750","Edg-2","U11861_at",2750,-0.237438957686093,0.237438957686093,NA,NA,NA
"2751","Interleukin-8 receptor type A (IL8RBA) gene; promoter and complete cds","U11870_rna1_at",2751,0.272934495067687,0.272934495067687,NA,NA,NA
"2752","GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA; splice variant IL8RB1; partial cds","U11872_at",2752,-0.0160521084224946,0.0160521084224946,NA,NA,NA
"2753","GB DEF = Interleukin-8 receptor type B (IL8RB) mRNA; splice variant IL8RB9; partial cds","U11877_at",2753,0.116870389437364,0.116870389437364,NA,NA,NA
"2755","GB DEF = Alpha1(XI) collagen (COL11A1) gene; 5' region and exon 1","U12139_at",2755,0.0241494650294824,0.0241494650294824,NA,NA,NA
"2757","HSPB1 Heat shock 27kD protein 1","U12404_at",2757,0.110835913015091,0.110835913015091,NA,NA,NA
"2758","RPS11 Ribosomal protein S11","U12465_at",2758,-0.096493097613383,0.096493097613383,NA,NA,NA
"2760","Epidermal growth factor receptor kinase substrate (Eps8) mRNA","U12535_at",2760,-0.216944634859755,0.216944634859755,NA,NA,NA
"2761","Tumor necrosis factor type 1 receptor associated protein (TRAP1) mRNA; partial cds","U12595_at",2761,0.0102311612741842,0.0102311612741842,NA,NA,NA
"2763","AGOUTI SWITCH PROTEIN PRECURSOR","U12775_at",2763,0.0691230161416737,0.0691230161416737,NA,NA,NA
"2767","Guanylate cyclase mRNA; complete mature peptide","U12978_at",2767,-0.215635505503328,0.215635505503328,NA,NA,NA
"2770","Dehydroepiandrosterone sulfotransferase (STD) gene","U13061_rna1_at",2770,0.125793111068669,0.125793111068669,NA,NA,NA
"2772","Forkhead protein FREAC-2 mRNA; partial cds","U13220_at",2772,-0.141740123925515,0.141740123925515,NA,NA,NA
"2773","GB DEF = Ribosomal DNA complete repeating unit","U13369_at",2773,0.138930007593884,0.138930007593884,NA,NA,NA
"2775","ANK3 Ankyrin G","U13616_at",2775,0.0843119309254046,0.0843119309254046,NA,NA,NA
"2776","GB DEF = G protein-coupled receptor (GPR1) gene","U13666_at",2776,-0.474427796239391,0.474427796239391,NA,NA,NA
"2784","TFIIA gamma subunit mRNA","U14193_at",2784,0.229152486643834,0.229152486643834,NA,NA,NA
"2787","IL15 Interleukin 15","U14407_at",2787,0.0680329820482878,0.0680329820482878,NA,NA,NA
"2794","Protein tyrosine phosphatase PTPCAAX2 (hPTPCAAX2) mRNA","U14603_at",2794,0.191136080423485,0.191136080423485,NA,NA,NA
"2795","VSNL1 Visinin-like 1","U14747_at",2795,-0.0300025868030085,0.0300025868030085,NA,NA,NA
"2796","RPE-retinal G protein-coupled receptor (rgr) mRNA","U14910_at",2796,0.312901653971655,0.312901653971655,NA,NA,NA
"2797","Ribosomal protein L27a mRNA","U14968_at",2797,-0.140496119505716,0.140496119505716,NA,NA,NA
"2798","Ribosomal protein L28 mRNA","U14969_at",2798,-0.118768266138944,0.118768266138944,NA,NA,NA
"2799","RPS5 Ribosomal protein S5","U14970_at",2799,0.154369821849909,0.154369821849909,NA,NA,NA
"2800","RPS9 Ribosomal protein S9","U14971_at",2800,-0.285852246201657,0.285852246201657,NA,NA,NA
"2801","Ribosomal protein S10 mRNA","U14972_at",2801,-0.0846261616650037,0.0846261616650037,NA,NA,NA
"2802","40S RIBOSOMAL PROTEIN S29","U14973_at",2802,-0.0423358260927435,0.0423358260927435,NA,NA,NA
"2803","SnRNP core protein Sm D2 mRNA","U15008_at",2803,0.350643803283266,0.350643803283266,NA,NA,NA
"2807","HTS1","U15131_at",2807,-0.0241232539645349,0.0241232539645349,NA,NA,NA
"2812","ABO ABO blood group (transferase A; alpha 1-3-N-acetylgalactosaminyltransferase; transferase B; alpha 1-3-galactosyltransferase)","U15197_at",2812,-0.206966874071929,0.206966874071929,NA,NA,NA
"2814","PRM2 gene (protamine 2) extracted from Human protamine 1 (PRM1); protamine 2 (PRM2) and transition protein 2 (TNP2) genes","U15422_cds2_at",2814,0.274079699816281,0.274079699816281,NA,NA,NA
"2818","Heat shock protein 27 (HSP27) mRNA","U15590_at",2818,-0.0630775699919024,0.0630775699919024,NA,NA,NA
"2823","GB DEF = Glutamate/kainate receptor subunit (EAA4) mRNA","U16126_at",2823,0.197284268361264,0.197284268361264,NA,NA,NA
"2826","40S RIBOSOMAL PROTEIN S7","U16258_at",2826,-0.328797760117713,0.328797760117713,NA,NA,NA
"2829","TIAM1 T-cell lymphoma invasion and metastasis 1","U16296_at",2829,-0.223513233473081,0.223513233473081,NA,NA,NA
"2834","GB DEF = Orphan receptor ROR gamma mRNA","U16997_at",2834,0.33245660464596,0.33245660464596,NA,NA,NA
"2836","180 kDa transmembrane PLA2 receptor mRNA","U17033_at",2836,0.0479955655646459,0.0479955655646459,NA,NA,NA
"2838","BENE mRNA; partial cds","U17077_at",2838,0.188464343378059,0.188464343378059,NA,NA,NA
"2843","PARATHYROID HORMONE/PARATHYROID HORMONE-RELATED PEPTIDE RECEPTOR PRECURSOR","U17418_at",2843,-0.148575649899673,0.148575649899673,NA,NA,NA
"2844","SLC19A1 Solute carrier family 19 (folate transporter); member 1","U17566_at",2844,-0.0619469127224772,0.0619469127224772,NA,NA,NA
"2845","Growth hormone-releasing hormone receptor form b gene extracted from Human growth hormone-releasing hormone receptor gene; alternatively spliced forms a; b; and c; partial cds","U17579_rna1_at",2845,-0.126538240286838,0.126538240286838,NA,NA,NA
"2847","Laminin S B3 chain (LAMB3) gene","U17760_rna1_at",2847,-0.0407180486758563,0.0407180486758563,NA,NA,NA
"2852","HSU18004 Homo sapiens cDNA","U18004_at",2852,-0.0782148221229638,0.0782148221229638,NA,NA,NA
"2854","ETV4 Ets variant gene 4 (E1A enhancer-binding protein; E1AF)","U18018_at",2854,-0.0196454364900332,0.0196454364900332,NA,NA,NA
"2856","GB DEF = ATP-binding cassette protein (ABC2) mRNA HFBCD04 clone; partial cds","U18235_at",2856,0.0233579715280903,0.0233579715280903,NA,NA,NA
"2857","ATP-binding cassette protein mRNA 06B09 clone; partial cds","U18237_at",2857,-0.0781050611325573,0.0781050611325573,NA,NA,NA
"2859","GB DEF = Excitatory amino acid transporter 4 mRNA","U18244_at",2859,-0.0647982030102346,0.0647982030102346,NA,NA,NA
"2861","Clone CIITA-10 MHC class II transactivator CIITA mRNA","U18288_at",2861,-0.28785258155811,0.28785258155811,NA,NA,NA
"2872","HSST Heparan sulfate-N-deacetylase/N-sulfotransferase","U18932_at",2872,0.123266409516628,0.123266409516628,NA,NA,NA
"2875","RPE65 Retinal pigment epithelium-specific protein (65kD)","U18991_at",2875,0.024997413568623,0.024997413568623,NA,NA,NA
"2876","ZNF127 (ZNF127) gene","U19107_rna1_at",2876,0.0335779925203726,0.0335779925203726,NA,NA,NA
"2882","(apoargC) long mRNA","U19517_at",2882,0.14907476209611,0.14907476209611,NA,NA,NA
"2884","MFAP2 Microfibrillar-associated protein 2","U19718_at",2884,0.00373754292745335,0.00373754292745335,NA,NA,NA
